Name,Scale,eScale,AAE,eAAE,Red_chisq,A,eA,B,eB,alpha_BrC,ealpha_BrC,Red_chisq,A',eA',B',eB',Red_chisq
AIN01,117752.19481855529,994.66460476824,1.3637933886012314,0.033003027597924915,0.19022171887052677,3655.881769214173,1263.8801694928884,3221746.4010891994,9799129.039245736,2.030687481834695,0.5636083358314253,0.15954820743149523,2615.601343112429,213.52070042949526,568434.7491843164,32825.00963469434,0.12649816250859527
AIN03,128563.86645563053,1487.1712899479949,1.3150873964913965,0.045552132117458836,0.3566321400860681,7071.897647153992,684.8324847273861,189820175.4332269,635728121.864787,2.711191184778293,0.5888970099246436,0.11914035587771268,4453.414556036227,424.3653882191831,755135.3282765766,64793.01259689552,0.22049425368290354
AIN04,90760.90261673757,1051.2923910317559,1.2752958965732923,0.045395303477103306,0.3575898223213936,6423.0852397780245,1194.4621774496984,55662889.29897569,317943259.9079688,2.5296014586048043,1.0134601803096088,0.2978681731848906,4454.890613135223,422.67043723394266,620708.6701839605,64196.97186537999,0.26557136724290026
AIN05,243969.61286668637,3280.671046772132,1.4957667724657562,0.053178779250702975,0.4818464036695098,3742.7545545998123,260.5113989724153,214838450.9558167,335425724.39046574,2.7559729859873103,0.2735610054333684,0.05463102567893422,1449.3575041311706,315.98867454631335,654934.6261999318,49452.9100261853,0.34328719670114394
AIN06,82159.64471550772,1019.2687193411037,1.3127285655150736,0.048700791919833966,0.41016796521432036,4337.233402161262,1045.3588440766785,22480111.366915233,122042015.93882973,2.4115518201336177,0.9705735600870936,0.34159431284704755,2906.705167283174,321.27877874979623,486939.8897798565,49036.80532804998,0.3020324178625241
AIN08,80483.67949963162,891.0081545756684,1.2708018280847755,0.04326164266210129,0.32666573825899986,5282.606839033761,2125.1987432724177,4612118.741459601,27144826.769351687,2.1004113292207074,1.0822162363260779,0.3623061890953822,4112.386147064231,381.18984307762736,558689.8880009115,57849.40739400445,0.26075861840635534
AIN09,25695.610498801616,666.4794163471493,1.389960261730692,0.10447270408506443,1.7891930850802995,974.0240092649935,55.22584580846236,1332979872197.1375,10034422891932.959,4.557494834019091,1.2790402716476124,0.44319539568328964,451.0996093993703,138.55938407899998,110420.12903559153,21359.66732641639,1.468786662497105
AIN11,1125358.2140067772,21094.703894369533,1.675696660978325,0.07440135561330555,0.935672930089488,4890.354196667224,979.1968872259007,810487978.0343901,2842930153.6180086,2.871449403373508,0.6107227756760883,0.464320604515955,343.30135724089627,747.5358627294976,1257326.9788866616,119935.95289553715,0.9044528545687197
AIN12,533903.2239103487,5671.4788158489155,1.645800324525445,0.04162528182345696,0.30077400103000235,2039.8837601466532,826.5426968721742,11601041.431197824,26976965.002733637,2.226010473258444,0.4202703678833148,0.2320934701077538,340.08827026228835,232.9541208881153,697323.0950785739,37265.7814114234,0.27351057393050493
AIN14,133207.24815605616,2038.1342613111538,1.2807541299331586,0.060574575841595646,0.6236947769573503,9999.603491684325,667.2669512674457,14068007614.744253,76946091321.48993,3.428824932307649,0.9419188673564222,0.20638016699850406,6240.679744652601,778.999234953191,892413.3305347447,118389.30282864165,0.44019540777967175
AIN15,766445.6663531878,19792.855367823184,1.6865779572201554,0.10338994439905717,1.7736418400060272,3345.793749392863,751.0325697647477,2771403027.3914223,15309585223.122185,3.161432024991745,0.9542471196607085,1.0524763489375728,176.67387726307854,667.9658232316767,806270.1163238345,107153.54989199473,1.742614731597774
AIN16,174993.63843512244,2640.132098702056,1.263420664002496,0.05986751506160142,0.6064294611202797,15099.686858429457,142.43300314896698,215504366903.44128,242373858393.68787,3.8383671028367154,0.19247468744772,0.00698808201137229,9519.428265108992,1097.2239140546562,1249899.58871137,166372.3530494004,0.4030739836662603
AIN17,190509.53080379657,4020.899879468336,1.2411380279356237,0.08400862035829887,1.1857924242868354,19569.2328767244,582.8504456918565,24428792855086.02,1.5393829610174656e-10,4.614900048152661,0.028957545483556977,0.6272738664005123,12533.346001644311,2134.122880624997,1472349.140225202,322659.19239685393,0.9594166660866646
AIN18,156952.8005893211,2819.4518569230268,1.284478769777779,0.07130215076133944,0.8594086908623737,11550.9830894938,1063.8319682682513,26813244245.41719,214765484840.08517,3.5138426926609623,1.3774159215339816,0.4345570576996499,7123.218977239315,1094.1507346513058,1036393.2490098028,166347.3378838847,0.6526029275200386
AIN19,209231.99224963543,4040.499888521396,1.3130972427899816,0.07693180374522153,0.9929683540219264,12800.10442918244,1000.4449717666889,85858336657.45026,614437058612.9852,3.6822545075908453,1.2271552994129558,0.3811744290872767,7389.12163208344,1308.6757456919754,1237309.840337969,199712.82709505508,0.7532401081232082
AIN20,127373.66757104729,2551.930565045922,1.2730109456318563,0.0795208319189896,1.0686866571129585,10227.931742477514,1094.0664319724528,60799924268.54906,671853342622.6863,3.6825685515366455,1.8950528243218507,0.7257315022554869,6383.872107853309,1099.2031132282411,877858.7800827245,166868.0997371946,0.8627683385674468
AIN21,243159.7024229284,3987.5192155121053,1.4693009864411064,0.06462743055436196,0.7163482294589176,4385.502687876983,1122.164810054806,132250582.63522686,699425545.3717207,2.6499118462031523,0.9308978602344186,0.5823174001132122,1914.1029022930313,489.92571608614884,738665.2959862746,76425.63641039847,0.5960198624873295
AIN22,157777.5119687542,2800.0649854518074,1.3231676828054484,0.07034871413533872,0.8388184232731368,8764.996902525096,994.6262716759644,6169693894.36544,44527493088.02769,3.2856884919806677,1.2462459907487893,0.46570981249670734,5090.000816143089,850.5353008753935,897072.1450380664,129989.47456110133,0.6434220310059302
AIN23,221479.86599250574,4980.881130722049,1.3486071590554956,0.08986678969803348,1.3459684411368371,10579.260293135912,1251.5540902887992,43088231192.23793,388757787037.1566,3.578869661655563,1.5498016510991546,0.7437845523437732,5695.086154995553,1325.852909671309,1133840.7810608533,203254.54860246563,1.081222509097746
AIN24,124286.78783853615,2552.9252766945037,1.2155656106024106,0.0818392032934551,1.1232144635996728,15102.477066403535,436.00084968812877,8277074591105.362,2.7981000326343234e-09,4.489617980798681,0.029846341220436286,0.5744385880679322,10144.324472822485,1585.2600716754594,1045712.0284411364,238830.99660997943,0.8937221359053066
AIN25,294188.504758431,6575.321208717947,1.4719574563594842,0.08931008079841411,1.329487717818653,5909.069543947832,778.2319093729332,9034345775.67487,55370745884.8863,3.3530101260141647,1.0559442868933597,0.6177028730006175,2285.0591621674366,806.0798959470494,878008.9740539008,125639.4311454567,1.1042068230598903
AIN26,231702.39502194634,3398.5041772464756,1.358644496248623,0.05782144912036117,0.5732046894998001,9495.45052395104,1505.252476951198,474625941.2381439,2560893848.4653926,2.798755040619831,0.9447439870666191,0.36573991906561243,5407.559626379555,807.829334045525,1141630.6592367808,124086.82941714519,0.4297446096820125
AIN27,334788.61413932545,5335.187325735601,1.4368864735098315,0.062893331930436,0.6765280008405438,7846.143645168643,1476.0001808476213,431258468.32355803,2169601737.3925343,2.7758183417010325,0.8809963051644243,0.4468336951230013,3685.2806263234643,789.4025788506403,1176782.964365568,122574.03307239803,0.5363646584725031
AIN28,151590.52607776207,1880.6919191414993,1.2447701742159396,0.04858738154218739,0.4101971399929533,13373.16245580122,2786.4121619985135,111879288.16028258,814183204.1694084,2.5434687057105934,1.2905244135746365,0.40197892373215616,9675.732740907446,950.6361282874067,1155247.6794492567,143787.14444261434,0.325494692294202
AIN29,1055239.574384071,25197.552017727943,1.6952086491478824,0.09560286324872577,1.5170290987742854,4421.628646223017,676.3144275700681,6880840204.536784,28675999271.04191,3.2695115608126986,0.7176591291827128,0.6034132305726798,155.5695046206355,804.8125076754953,1063155.8672254866,129334.45577085171,1.4995779446342994
